iteration,continuity,x-velocity,y-velocity,energy,k,omega
23,0.8857524082559401,0.9290723355759781,0.7571364449094904,0.9418095994451394,0.7071252487881053,1.101949502342202
24,0.7760949044065938,0.7860443476719288,0.9118210038030841,0.8193021085008307,0.7968380816473905,0.9203017873545128
25,0.8329750167416654,0.6936770734279154,0.8181438715130364,0.8109657014360124,0.5581200526166537,1.0120035505984717
26,0.8735858305247071,0.8506030615817171,0.8345101151927768,0.8222054458853076,0.8765494024424226,1.1045306534232693
27,0.7816553640049747,0.9257905908101983,0.8017567844189435,0.8543193882062795,0.7655404909306615,0.9336468067743708
28,0.8817125094532299,0.8914560245001123,0.8274505950649448,0.7437740864255137,0.8893727143013682,0.8625333177568276
29,0.8101745956515829,0.834424673636509,0.9311642633226512,0.7194883066589387,0.7075546933050654,0.6648557357425603
30,0.8264358230802444,0.7942419767357628,0.8788915600275237,0.7682619154562036,0.8836303225081686,0.8785670219299477
31,0.8008241137345413,0.852105407992504,0.8768196670673408,0.7209977008281865,0.8275411583303116,0.9955246625541988
32,0.9604440295097009,0.760000775982618,0.7402299229462517,0.7622917852411635,1.0231451195749863,1.0076971292098775
33,0.8307890905900261,0.8245000200914046,0.750705443315737,0.7919919921568527,1.0090606408871838,0.945463765489258
34,0.7569403064488345,0.8202118998514929,0.6501005009919112,0.7322441209020294,0.9398967637619327,0.8043489970339079
35,0.8762633724916344,0.8408769459747063,0.7605416725607446,0.7059868120885303,0.8214891769177776,0.6133664153778438
36,0.737603267509763,0.9151439488598385,0.8547788016666955,0.7567313960493801,1.0538329963506337,0.8038924389246629
37,0.8263265042715361,0.7980918875066966,0.8248753065675445,0.7803226762289286,0.6892773593741947,0.8254207352503571
38,0.6813933909144974,0.7507154340666382,0.7787753646008915,0.6791654510219848,0.7012346099689305,0.8209905341038941
39,0.7180689665573446,0.7678494061321982,0.7848185362026469,0.766282740790884,0.8309473333516426,0.9375638286559138
40,0.8114048248377276,0.6826667665240032,0.7434161914042783,0.7600221518112844,1.061525366055764,1.109023754392599
41,0.841158127181669,0.7268574706406198,0.7872734028576289,0.7588722511120389,0.8114932083149513,0.8668392018290473
42,0.8005016377989623,0.7347513448049364,0.812594896864744,0.7622764320851462,0.8096597095592809,0.8200884508711397
43,0.7778766555092992,0.7245379194640021,0.6796901294103044,0.7912046632464762,0.681472180703176,0.811408154079601
44,0.7618276828417195,0.7496998860789668,0.777510203604118,0.6944206182275633,0.9133804352850661,0.8565261663626081
45,0.684344526345655,0.7013855498826486,0.806119350227096,0.705173176514428,0.9098917671569591,0.7334061888324919
46,0.7272516962125881,0.7819940483787011,0.7300991117041246,0.681212945626025,0.8897044057510156,0.8491239476269702
47,0.7389854769916976,0.7276731678404905,0.7838491833563179,0.6901800223631723,0.7479246520525279,0.8869051639263649
48,0.8273679988201886,0.7222491716149962,0.8887689173395042,0.7370376939261751,0.7369986704184699,0.8534110458164392
49,0.7793227366153223,0.7035559260924774,0.7324032130324917,0.633404112083233,0.6772030455868406,0.8806145673635074
50,0.6477538981652381,0.7193689018681375,0.7533169389838342,0.6446178491366059,0.8059352829484068,0.8741421283896231
51,0.7692257408568091,0.7428649111840692,0.6908654189099593,0.7142214575648566,0.69126483992228,0.6001775901120132
52,0.722514677541247,0.6663755551099098,0.7330866725884854,0.6966492528171067,0.6788838928136519,0.8919280765799243
53,0.701060517692766,0.6705408072791077,0.7425066008413412,0.6455816647108766,0.7469406257042104,0.7292595764743599
54,0.7730043223710036,0.6806644449101092,0.7245366935167104,0.6801034045929734,0.7373532741564646,0.6748613741936469
55,0.793144527293552,0.6329239538874202,0.6595752742740483,0.6580401083961906,0.7293955440925677,0.6711069629121844
56,0.7827779964438961,0.650170065777518,0.7159834469109928,0.6899501495193636,0.8195924159593307,0.8532262306571244
57,0.6756902402362847,0.6596689083241879,0.7731147013792913,0.639023603456863,0.7799094073039955,0.7712655780792078
58,0.7023449544130341,0.7097762102263376,0.7187876542829242,0.6639253721967373,0.7424373932447046,0.5941966519647417
59,0.7349992095847809,0.6803013938657217,0.739133064845208,0.7092240725996455,0.7823057600115809,0.8482517297845449
60,0.7674720052379399,0.6728633686280847,0.6767107639832073,0.6400204445128356,0.6713131251135881,0.6180832463651885
61,0.6806898139185125,0.694280446037957,0.7196754395552564,0.617966277470624,0.7680548442989853,0.8016075843415148
62,0.6933058668396538,0.6505999597043994,0.6927460832711476,0.6335840536378202,0.7686304586270306,0.8099569851833242
63,0.63778734141397,0.666751807810017,0.6302304311161866,0.5955060026482295,0.6159679763536879,0.8822932979615521
64,0.6291227757411512,0.6429946668387151,0.6858674507065162,0.6735570263863451,0.8374416730988614,0.9830103234990561
65,0.73666563398769,0.6527760415753914,0.6203920817159234,0.6022553116787469,0.6658619689558969,0.6144324772026482
66,0.7623494551978199,0.6158079370084403,0.6331132905277181,0.5840078839059826,0.749231750248573,0.7634159097596178
67,0.6798425404152487,0.5409927733105064,0.6670019367059067,0.5627916644643031,0.8408832888048797,0.7346100395155803
68,0.7344354001586205,0.6242898532933772,0.6677309559800695,0.6145793040593055,0.8159786017489183,0.812954838582948
69,0.6955064464103807,0.6783810642724182,0.5958804508248421,0.6029965972099451,0.7340363825275712,0.7848154881127463
70,0.6373835710297918,0.6552162956792931,0.6935375586171586,0.5590397942252553,0.696010824943073,0.7171231036057487
71,0.6875282381128758,0.6521527878185086,0.6675040852043013,0.5850835942603972,0.8066752677519655,0.7042432054917663
72,0.7461180764758589,0.6576057375903603,0.6062917558772228,0.5215747031314214,0.7793633033053052,0.6253007841354009
73,0.6586632666824165,0.6112178562125101,0.5655167290034937,0.5647705755332779,0.6644210094846482,0.8589080194835449
74,0.7389710497620894,0.6109446066025834,0.6233355450699343,0.567667505749875,0.6462338071405326,0.7963707472376074
75,0.516137708807101,0.5774156779322757,0.6062128386271658,0.5976498905322823,0.5342559865426759,0.8442084650629926
76,0.6919304466668311,0.5842143547379622,0.6267189317532429,0.5251694814419676,0.7209067583147257,0.7046573305096832
77,0.6500081405463052,0.6132565511595809,0.6021625741378245,0.5072020482444142,0.6975777402391639,0.6635703916226352
78,0.6264535206862182,0.6297579205382213,0.5276899786452808,0.5134196667050362,0.7969524114600982,0.6145504952307462
79,0.6428044911088885,0.578407626063637,0.5935034853359663,0.4975364844438975,0.7281860116299654,0.7694943246932456
80,0.5335736194508497,0.5636236554734996,0.5932660396502158,0.5642324611716052,0.8061561958853708,0.6138174726834259
81,0.6197262721214007,0.5752991033315689,0.6291274347544704,0.5652619935175912,0.6338191674366521,0.9251724540494748
82,0.6451075620098234,0.5919275393660608,0.5693464714103187,0.5287574699719133,0.7825610354021905,0.5799039374433395
83,0.6973152767736043,0.5182306182434652,0.6647181451236212,0.5477700891578635,0.641859049618693,0.7479962023109866
84,0.5942999668292563,0.4858454449701977,0.5119724098389244,0.51552988741525,0.7458661290829376,0.8838004431226448
85,0.5765744668548224,0.5411104789097967,0.6412394938892859,0.5055716079851296,0.5601999357322973,0.7767809333491414
86,0.5883033693560421,0.5150370009862436,0.5744596436573515,0.4955168953828658,0.6950233809643499,0.7285703978084581
87,0.6540126191546308,0.5350864332101926,0.6148335912569803,0.49210357622585943,0.5125972511970318,0.6042996818826504
88,0.6218212537385145,0.5432521456262642,0.5794948468985038,0.457473345074768,0.6482805098470376,0.5582152061817512
89,0.5768764135552933,0.5295339029887838,0.6183149524936389,0.4983638865805527,0.7019001822465261,0.782339867947089
90,0.6235410304157117,0.5876992347967692,0.5535908720358217,0.48693102650717934,0.6221207903946293,0.8563177678981546
91,0.600132620446486,0.5473898688611472,0.5219432980415478,0.5020343304380163,0.5772916710007618,0.6499026229234888
92,0.6379697488885412,0.5427793938592935,0.6177240204246317,0.4823549878225162,0.7242807562945165,0.5745113430198094
93,0.5556244735974489,0.5492624197082925,0.5538724711016214,0.4723798935721092,0.6463715069265586,0.4356500468553294
94,0.5699643296938924,0.48991704279944576,0.5633857754574977,0.4518508021600652,0.6132148240795043,0.5862180681207849
95,0.5636908187488279,0.5547856326854319,0.598926442728972,0.47032643138840324,0.6517542964921234,0.6728988513484925
96,0.5108600681647445,0.5162721371018734,0.508225463277189,0.4820315995983833,0.8497534257344878,0.845361480581884
97,0.5889090665360082,0.5357779263123127,0.5670274435335054,0.43477715263105765,0.7314869782956054,0.7476381675867294
98,0.5839225753564738,0.4786143875228567,0.518564309562997,0.45943649674412185,0.7288206181402003,0.7072912346634771
99,0.5689250574943899,0.4606299927995635,0.5325108371001408,0.459049609207558,0.6699267304161973,0.6331895923629648
100,0.5548151948435848,0.5292456444058391,0.5367914524620225,0.4339575883876028,0.6463858698443624,0.6122209273849799
101,0.4985240292916167,0.5123292612020192,0.4749828515708279,0.43337954994439715,0.4494347084819809,0.8090992086568978
102,0.540141327129284,0.4706337268698676,0.4986135177483521,0.44802491085859414,0.5767514323090478,0.6855600681819967
103,0.5405041568767975,0.4683525515352472,0.5735948523599,0.4144618613398333,0.588981237015844,0.45378890993892934
104,0.5170856621307194,0.5238704711174528,0.5530271749348322,0.44345795478352473,0.48217635448819784,0.5934779272635187
105,0.5422877947646995,0.4525734826186191,0.5151675029806777,0.41297798375429573,0.5332791863643637,0.5728758521200783
106,0.563877463315867,0.5316996226254058,0.5229190535359647,0.45165141321933766,0.469916454805313,0.6012143433684878
107,0.6250332033057088,0.4546895345791267,0.5003980607654228,0.4751441090654439,0.6107902286401862,0.7073125597507645
108,0.5475069949369327,0.49563702804248655,0.5559060334645372,0.40383822244856893,0.670802876530957,0.6391457464773704
109,0.5479263822226523,0.4647178369922458,0.49741338744457897,0.4297925307627112,0.6887318198048702,0.6395419382197672
110,0.5306026722469716,0.4878387981571164,0.5094383220747402,0.4001605728941851,0.6353116420062292,0.7713586205400264
111,0.44925045217577864,0.4522931101095338,0.5380984444212573,0.4333540288679938,0.532764116574651,0.5747569701326354
112,0.5265492710290701,0.4598016867531176,0.46805556353797495,0.38275719601864006,0.4606130227272954,0.8179696983088697
113,0.5271661506089147,0.4622712321963763,0.5455349723666307,0.4150651793632008,0.47104421986872186,0.5725433952555437
114,0.6244164982591272,0.4304251369078806,0.4363969034667635,0.38452029231599744,0.5036634593197884,0.6425742062667111
115,0.5106486243127533,0.4750248663656904,0.541075139995046,0.39471385167624706,0.5283250285950766,0.6049003792052791
116,0.5280908366341832,0.43776802709765295,0.47001512006451834,0.37524292405993465,0.5774026372144497,0.6406426469107592
117,0.5112663849895801,0.4424130235330312,0.4714100495410741,0.4085983935335195,0.5146677672733995,0.668245717208291
118,0.46208752432624184,0.4188985703055942,0.413483596962526,0.37301740523066534,0.6070143283398922,0.664550334938637
119,0.553154757537794,0.37439213354733114,0.4584444976530983,0.39684118430225845,0.5644234209921738,0.5512342347051992
120,0.5342203101412684,0.43432509774431244,0.43628075841759745,0.3764910250049306,0.5786689587444774,0.5146842458444209
121,0.532719524028336,0.499497351115756,0.4476697138081663,0.37783050436117643,0.6539966007967228,0.8479063572265569
122,0.46189690229133695,0.45372919136435985,0.4601389671041678,0.3797386735929678,0.4915351490374383,0.5693931834517231
123,0.5508578062248377,0.4298478290183818,0.49262343626562055,0.3596833014995448,0.5986436432428001,0.6756301819222849
124,0.43720659945971985,0.42063991788185756,0.4654217135344949,0.37482525837743963,0.566432426921076,0.4621686004381618
125,0.5125901653476136,0.4250097777831699,0.4656758024007141,0.39609893458177914,0.5421742256794254,0.5811433721664475
126,0.5720960174516959,0.435351505499229,0.41824166202001983,0.35079030036043124,0.6219001581178114,0.5926171296697266
127,0.4456434162078344,0.38895316707056216,0.42236724620212496,0.383272257610942,0.6186221900177747,0.6443882917412176
128,0.45941625382507917,0.4435234152307273,0.5035925003723266,0.3860536599077249,0.4937567251612566,0.35456052879060584
129,0.48226798794857223,0.4305861919752827,0.42157776510317896,0.34172877465487356,0.5423420512140623,0.6117561930604779
130,0.45654553109486967,0.4276895718627589,0.4928460393971664,0.32769491350970875,0.5705379355145654,0.49195505131185285
131,0.4143002652458286,0.41791008052120815,0.4313883055134442,0.35586098585051756,0.5313783057401883,0.6208940859932479
132,0.4728373564356778,0.40486875807884687,0.4361534719589123,0.3382346749301064,0.5852412374427144,0.49803630570444146
133,0.4278223457902766,0.4178211501655837,0.4657971205815302,0.3771897944941677,0.5627046880739406,0.511965063642259
134,0.4824850978237507,0.4130039585817291,0.46892983173505304,0.34278539737923214,0.6609883134038101,0.5609603733586876
135,0.4282058098733976,0.387680563345164,0.42455479911502714,0.3258268451684758,0.44030245792347894,0.4906507230793813
136,0.5165298797194873,0.3798283803608264,0.4136167386282317,0.3174025629047528,0.5289770142171171,0.5388813506721597
137,0.4282791611832496,0.39304471250883655,0.4208327736564435,0.35221391349215836,0.476136790882357,0.47448308032346953
138,0.44258065504261224,0.4240247418675848,0.4297501162062395,0.32186701346417357,0.5705022414997845,0.4173329804488858
139,0.48107213814307553,0.3566493028575736,0.44319478707349386,0.32938898212221807,0.42674093476309327,0.6608350289139904
140,0.40486175934407576,0.34894879378619725,0.41465542401604283,0.3416102824670918,0.5489644124653316,0.45998517423742324
141,0.4546284795770316,0.3837621126277303,0.4297597970886643,0.3155803416498996,0.4849725260938032,0.5534502488479623
142,0.4903627409614072,0.3785405326214392,0.4562556500849326,0.3200771326218935,0.4762186719160412,0.6303704431519935
143,0.3846277684980649,0.3786870430986062,0.41758480951626664,0.31797388135657345,0.4295946469890255,0.5120896011806266
144,0.4453373119700242,0.3776558097803741,0.4129769836069494,0.32646751615825165,0.4885586789530299,0.4923120994975911
145,0.4454065323691162,0.36469387131784303,0.35890715278471425,0.3223962076114854,0.5820874005598362,0.5785854041184786
146,0.4609632792223331,0.3999138965847585,0.3255818994199579,0.3072132321795656,0.5111404168038998,0.6508046537243186
147,0.3886542134994025,0.3295514775064824,0.40733184882689827,0.3091180032253452,0.5487724707325068,0.4577379749671858
148,0.38355726291865094,0.344061145116554,0.3914312090056134,0.29998087293846537,0.6094614291400022,0.5404160322612181
149,0.44420212990587493,0.35733778541357314,0.37744854859461385,0.28080694366723324,0.5216564608519969,0.4075453901133361
150,0.434021550021421,0.321883058840449,0.3957182633053438,0.30464715989325003,0.4695766847603159,0.5160815629133046
151,0.42996129796624605,0.35088773281890095,0.3849935407815294,0.3265852879037788,0.5291060652689789,0.549023865855646
152,0.4307092639662814,0.38729595003811346,0.4145161196116186,0.282884417153507,0.4661373982245797,0.4742832791039962
153,0.39401836101976684,0.3501997231352659,0.3840615766491921,0.2822375064465644,0.4663698932782691,0.5046927332358166
154,0.42199171539521074,0.35216053668373365,0.35951535489757624,0.27854833576532023,0.4040123484747074,0.42566136322624654
155,0.4215724782905935,0.31887772042101054,0.40308110189001345,0.2993548883066649,0.5465362403188776,0.5436978299096401
156,0.3861442991142675,0.3299149004435381,0.3688800533497652,0.292994700743764,0.4669253539587328,0.6200913331093054
157,0.4679763812454364,0.33256566847932206,0.3859264055682257,0.2820139192106146,0.49800285413665485,0.4454230390233389
158,0.4202057003031658,0.3314404728727629,0.3574969850967456,0.26904106568621017,0.42480597643275253,0.48142418575797263
159,0.364170646423264,0.36135802587510024,0.3508036372867162,0.2810118796462459,0.5081444094382669,0.5687539400583446
160,0.42124356275028546,0.34439407224353225,0.36735209683430126,0.2557664991129175,0.4367147936427396,0.6225292927558571
161,0.36689586433699006,0.30887799739878186,0.363219966120885,0.2772191412893597,0.47031757526578827,0.40713055708021234
162,0.4205506771988195,0.33352982900609796,0.3727141900196381,0.2849326931630024,0.5264225222857586,0.5092981859125243
163,0.42982674181070113,0.33616238271673926,0.35158664922975896,0.2538983384784522,0.5190495889369835,0.5425272889681623
164,0.36542950247453215,0.3463322162107727,0.3102920415112556,0.24808030634413325,0.4706383291269404,0.5103962924188378
165,0.418831043057082,0.35245326212860323,0.34309500314946123,0.28755636735391354,0.3700541483125867,0.3244506976074508
166,0.39939572943562474,0.30023519650749975,0.3711153658082118,0.2562828264499672,0.6354746618849259,0.5528153145628957
167,0.4096885002625392,0.3020581343852435,0.3420863930346957,0.27714119651891145,0.5629125021054608,0.6288076791987047
168,0.4401968113816375,0.2915261943129969,0.3411651879269875,0.2581372304765184,0.5034437661253375,0.5189648039194161
169,0.3725456040554616,0.3087497717684574,0.36877835411982796,0.2559615505418887,0.4194592637399927,0.4294190538684289
170,0.3550408974919646,0.31969192979019,0.3256980128232515,0.26159008002112105,0.45276234846116603,0.4670015232819558
171,0.3489215264507526,0.3271442370342816,0.30383151926635216,0.24269979155479474,0.42711395670655994,0.637688889106458
172,0.3491200008927934,0.30532315529667176,0.33466000325836986,0.2535527065457829,0.5237864030441512,0.570384339566889
173,0.3690607066779538,0.29876270236366426,0.3249293791015548,0.24509524565808186,0.46697893709545835,0.5478498675699149
174,0.37929543403056637,0.3052649446672227,0.3115996231045227,0.23149014261133527,0.40823227260081163,0.524466046367715
175,0.3752241332012353,0.28537297121907823,0.32801674942568143,0.25001296763188346,0.4232258041025987,0.44667355534062164
176,0.38914324571257713,0.33576358933779044,0.34135009788246307,0.24067887299431018,0.5065772839753954,0.4789941077749863
177,0.3632715501732056,0.2677216014877514,0.3276992211047505,0.24003172113825288,0.5297908401819473,0.48611588308122244
178,0.4027660387148402,0.29752385452461827,0.33284348405922026,0.22546708996966935,0.5235454606734821,0.53027033794247
179,0.35114260790381757,0.3277175950416155,0.3648844524265872,0.2570035717663399,0.48037953516294346,0.5983486274131374
180,0.43429577515063966,0.29034109984046913,0.3140168068363082,0.24650103275337398,0.42506132835136684,0.5674706972466652
181,0.3723799316576337,0.28493739018285474,0.32593647378558555,0.24554564003546236,0.26660860139701154,0.3809501164999785
182,0.32841474243831825,0.28009982583679244,0.3063641657501294,0.2288227890513927,0.4498169102572146,0.49824589506252986
183,0.3205344337351853,0.28119050599812384,0.2969792299108367,0.21057621508910568,0.4322376487614053,0.5331690174452858
184,0.36200830254451927,0.3055634984091304,0.30084474235868575,0.2509815731412336,0.43757401954970887,0.5225670543047586
185,0.3403578382416164,0.24315731672400814,0.3012609527988676,0.2261252670582995,0.4311374432408806,0.43130301671080834
186,0.36424444738462886,0.304051671011175,0.3175327690111673,0.21657279574247423,0.35853592834604137,0.6816791082391663
187,0.35555414308322636,0.2528915300519107,0.3583929736055687,0.22784108993200927,0.45282787725581697,0.3819297775818145
188,0.338632313328304,0.27021835000561045,0.2905093400502381,0.23431731310900616,0.45453891646017647,0.39407817076312457
189,0.31571869842175143,0.2656967203914648,0.29504437901817115,0.21936635057325407,0.4549789046061212,0.48505640305626785
190,0.2959100531781627,0.28040652010990114,0.30065384652233507,0.23178302830527778,0.46616099445549575,0.6149529792420328
191,0.32282339587320774,0.24318531710475383,0.308395105859193,0.22780840612451972,0.4468910083970555,0.4065637244739559
192,0.35566448052765415,0.2745317274402017,0.3036870974501049,0.20283354375714294,0.3943632757543337,0.4445400628530323
193,0.3366164039934269,0.2975055643381489,0.32293656615548505,0.20548519089301806,0.40935531895057237,0.5356563961641361
194,0.29625494459352303,0.2419090774257084,0.24442318624782597,0.22104074228314574,0.4154608729576095,0.45805313890777544
195,0.33169047533317697,0.2646209555641231,0.24368778055834753,0.1808671518812908,0.4143646861269819,0.4344768472997161
196,0.3353059308405307,0.24952020645345793,0.28063309481955606,0.20601602499010477,0.4559738975431965,0.49425031573546835
197,0.30054312503570363,0.2646452239611271,0.31107839807322607,0.1911698048584821,0.4366329178045274,0.4723110625423518
198,0.32550825677078216,0.2565683092325232,0.2556032684347815,0.19937998631391576,0.5040378035393259,0.5217905799386847
199,0.3211959495593676,0.24471298332517805,0.22519611795159675,0.19957933351931692,0.5079437398474725,0.5373153589209844
200,0.28880577563779236,0.26015468507774936,0.29478290468323787,0.19737942682416865,0.40358233946756633,0.468952032262699
201,0.3250918643677646,0.2781902187784624,0.2864637884148668,0.19386032702045766,0.21472020580955384,0.466042500646685
202,0.32832796578539813,0.24643088253602818,0.25852203820616165,0.18691558415956355,0.45488289604767884,0.4589895733669311
203,0.3394960297607952,0.2582607337084639,0.25892709337220426,0.21865712482884644,0.3687070353993912,0.4754145246129074
204,0.3368195169702018,0.22678605559450496,0.2575974751121322,0.21277125598005836,0.35471517867431357,0.444786443225313
205,0.2748088157385189,0.23015883390254757,0.27673670622087865,0.1818218619592202,0.3719785937929618,0.4393208040888245
206,0.2840358415392256,0.2493623738969539,0.2609141397741285,0.20663558422690223,0.3680195837130116,0.5161385487456697
207,0.3178906156593226,0.262263258708558,0.28053210151905916,0.18615608583534188,0.4155131478928303,0.5349484641643264
208,0.31603469771246595,0.24426335921643672,0.21560102756848493,0.1896416903968943,0.31319351918030636,0.33591944535332163
209,0.31425024185512895,0.23305192502981167,0.25168140019382945,0.18632008056195679,0.33392368744964385,0.4329823950674574
210,0.3925716307672293,0.23586737755607587,0.2450784927536075,0.17929417719647137,0.39748093848204236,0.3861110102580053
211,0.31198415122459594,0.21667813505085456,0.2596255480839498,0.1929689981520791,0.4084121707178375,0.40885609722993954
212,0.323593108097884,0.24107748525745507,0.2528056401524233,0.18359277635160343,0.4073789157730847,0.45292444256647385
213,0.3174507333595353,0.24326826546383543,0.2756196606587541,0.17666696636586032,0.34095968950268124,0.46813510231898353
214,0.30852851009506976,0.2232221034097867,0.22563141233965417,0.16781550133364892,0.330791859281456,0.41657866488765444
215,0.28420930345473194,0.22143925109634813,0.2585749052993229,0.17012741217636435,0.35038519161188203,0.3008856990929826
216,0.30748990689624367,0.22990627495164057,0.26613665644484863,0.16215621400491909,0.3820404976089575,0.35946068027588035
217,0.2704040861020249,0.21884880929261902,0.28758614966190044,0.17534248645712547,0.4355359670131625,0.47490398786565496
218,0.2811394258441641,0.22230418950228792,0.244372786106043,0.1634274235961581,0.2775436778651924,0.2455433402109574
219,0.2738596096584608,0.24957713133696646,0.257012055670295,0.1701426172896764,0.3565524665580595,0.48921132063984457
220,0.28514216091616074,0.216863390116012,0.21818544487903016,0.1827650521553962,0.3062674238300083,0.44591426175209664
221,0.3338154983377898,0.21390970230985729,0.20659247064149924,0.1798482945031196,0.2909433939693835,0.4932376694767943
222,0.23820922765889102,0.20866920961513202,0.2611541715469688,0.1680395873992802,0.4031406812371154,0.39803782439351637
223,0.29372031759626593,0.22523624229261327,0.24492072032809084,0.16623258402666127,0.3830647738140848,0.2822611998591609
224,0.24111856734670695,0.21179572595690221,0.26355391811986434,0.18118589546124061,0.37721546404826406,0.4332341023891407
225,0.2648535061078005,0.20436391761059394,0.21867235242158686,0.16856646030890993,0.3956429988193029,0.4828228842544972
226,0.29750516918891207,0.2279269888230022,0.24915235930823348,0.16029827387836576,0.3342148246259201,0.45969047134132535
227,0.2734922049296948,0.2275941436520331,0.27013541162281873,0.15013409281405152,0.33467284410390497,0.36210314646089004
228,0.24720540094043553,0.2007820638729101,0.2443504755644472,0.16352052421645097,0.44353840243913484,0.40566430223341915
229,0.2535848121717156,0.18368534700640327,0.24044415900999855,0.16567080231797132,0.3394124812540481,0.36696396758402283
230,0.2819718471154397,0.2178446311076032,0.2345281618532855,0.15281347234029358,0.3788662627988108,0.34842042186883954
231,0.25036019299704126,0.19563123889562284,0.20729665123813604,0.15880899356417336,0.34681856249833415,0.45233688213764206
232,0.2689473527602796,0.21221762988069567,0.25339774583357805,0.1524502050995363,0.2684510582926182,0.3232642105610368
233,0.26380942273706526,0.17742664993068566,0.2201413689128414,0.1526086268811583,0.25912559144050473,0.33984309348806385
234,0.2477184112714782,0.21052703987227567,0.2365927756564124,0.1337833947100044,0.3180485934259192,0.32615070163611826
235,0.3044075380973513,0.1840276102054327,0.2022342609725433,0.14988130715990572,0.383342145861715,0.3022844738917761
236,0.2714503614916663,0.20572339909882267,0.20701573377669763,0.1576318298196315,0.3706963774154203,0.39625894669885
237,0.2152499004942653,0.19589239979359768,0.24674483291388563,0.1444291883466038,0.3740806676601918,0.45346616529874084
238,0.25919931451722295,0.18325133378850625,0.21738786605882446,0.14832834223852928,0.2958094389211327,0.3739630823659524
239,0.24047974769207223,0.18832359668383944,0.2439200380885653,0.14120489644681825,0.3987783227301202,0.2965581996684797
240,0.26968171780584294,0.19960286264290983,0.21879450716430376,0.14819677061997386,0.2939799284893414,0.42961155347709334
241,0.2351003274796847,0.19159777149783608,0.19042390793605177,0.14284084553594462,0.3394001501328846,0.4760919044252995
242,0.24728275984300707,0.19570677024755764,0.2307941554414606,0.13651746690426184,0.329017524893228,0.3417884492487477
243,0.2581649427720473,0.21004210730228098,0.20694418405686527,0.15156156971131182,0.32107058311776215,0.349894887391065
244,0.2638029133314249,0.1689792029526819,0.22498480898463694,0.14749986024129197,0.3788358459853752,0.404476896148748
245,0.22174400432604377,0.20316711404519366,0.21351583172534694,0.13559218599375697,0.2974133740142246,0.46489589527087394
246,0.23736326256265597,0.1850730195918006,0.18891607443595523,0.142150386057911,0.2710337940482598,0.3433824991667705
247,0.23327564201023537,0.17280465768125075,0.21287650919537413,0.14128140480904536,0.3226968308175325,0.29678815993486696
248,0.22849536854394983,0.16691780400308917,0.24127732327624493,0.14086258357338574,0.3050698649544358,0.40442124276957914
249,0.27356808914657754,0.17810315150009634,0.2149775576454928,0.123914798297008,0.44824616255761907,0.41204695182085926
250,0.24605714165759016,0.1887999359041594,0.2056626129194505,0.1410554716464957,0.3432805830879506,0.36680163318849257
251,0.21306371053995235,0.17631464887860976,0.22063542225591418,0.12942310497757198,0.30052125300924243,0.3344331758061872
