iteration,Cl,Cd,Cm
103,-0.23139328578476495,0.08908260192188538,-0.24778851328374327
104,-0.2076236762806877,0.08784083938471265,-0.24869018481678587
105,-0.18628429531768617,0.08716067211358026,-0.24628571491477802
106,-0.16559467917489853,0.08814923502809985,-0.2441390839694978
107,-0.1383507326972073,0.08740532307553364,-0.2451072226119231
108,-0.10768752318552022,0.08621923641733094,-0.24306204101498483
109,-0.08407833035109553,0.08604880387261504,-0.2429737976061376
110,-0.056541299694809394,0.08386448044274808,-0.24076638803656733
111,-0.025582297393502162,0.08408593714093457,-0.23923343738550418
112,0.005102431644524556,0.08375112919370316,-0.23640281551596792
113,0.03353815436129671,0.08337860963111138,-0.23401307352009423
114,0.06697608150431011,0.08276618150768819,-0.2332236269083307
115,0.09739089117368377,0.08125472278568843,-0.229358089317422
116,0.13203382233674343,0.08224532579774307,-0.22702428852431047
117,0.16386125703401339,0.08185068009861385,-0.22525842528345724
118,0.19770437485434372,0.08191027108610739,-0.22406406885101587
119,0.2286445946736876,0.08024953221698583,-0.22149801708555242
120,0.2620596022274766,0.0797468345968264,-0.2189357181294423
121,0.299162669455228,0.07838398535876577,-0.21431399515523042
122,0.3306273308918421,0.07912305590769896,-0.21352115271433558
123,0.3647315211928007,0.07927002570142383,-0.20858893735520764
124,0.396702262084693,0.07806695384950492,-0.20721725198471166
125,0.43196342787348424,0.07900163462809916,-0.2021007887019727
126,0.4614194786569881,0.07736236494877853,-0.19961701296588105
127,0.4943741175120964,0.077128553862645,-0.1949361078290461
128,0.5276936979352221,0.07594151648952106,-0.1916933579863885
129,0.5593376250263545,0.0763382734677367,-0.18789832358955982
130,0.5861376400957355,0.07478015386858498,-0.18430863272667114
131,0.6205540309868156,0.07569533891629501,-0.18200335873945092
132,0.645902002033347,0.07529287664282963,-0.17962879622001093
133,0.6709600842096157,0.0751959483099916,-0.17579502128122768
134,0.7006252655515652,0.0735953969335753,-0.17305533185827623
135,0.7249775401296227,0.07377815116290118,-0.16823563159150323
136,0.7514307916086441,0.07357564901034465,-0.16322812421528096
137,0.7742096944099889,0.07311410592811887,-0.15996707762684592
138,0.7970446348423622,0.07206286576929057,-0.15566750966492612
139,0.8164992670976181,0.07090537307875264,-0.15104805014052394
140,0.8405159124336782,0.07188396373563188,-0.14787560980916006
141,0.8551887025268984,0.07124659711404803,-0.14470546376349738
142,0.8729689063582318,0.07065509190572349,-0.13963416833376793
143,0.8922990785299622,0.07093917032008056,-0.1364658026383976
144,0.9098162148856961,0.07015667201775311,-0.13181738977221616
145,0.9195992451501432,0.06914460586691785,-0.12617983110321604
146,0.9340311953544128,0.06846666027624436,-0.12376959291662473
147,0.9457185250671003,0.06849917341596333,-0.11770880344229578
148,0.9547521091545077,0.06989448981740405,-0.11403666633934958
149,0.9606536898727377,0.06869673527823834,-0.11204764314197846
150,0.9658476275018668,0.06807002570001601,-0.10859456680444604
151,0.9689698328514265,0.06752824614543046,-0.10356969416592053
152,0.9768209067933216,0.06714169689427003,-0.0984195669050206
153,0.9822791924591351,0.06749824322489065,-0.09614430515987357
154,0.9788775935594651,0.06632150998732363,-0.0908560544639534
155,0.9823707546251862,0.0665103172892656,-0.08669782856695712
156,0.9775741987092307,0.06570555497995609,-0.08485772767195275
157,0.9768719802479721,0.06651059803147066,-0.08097564440944555
158,0.9739663646971208,0.06557523005995503,-0.07584435820103726
159,0.9658557519587354,0.0654932222706808,-0.07270714053106311
160,0.9609029276440534,0.0642473658300149,-0.0698944892768913
161,0.9519152094291169,0.06474051144707489,-0.06596037424980834
162,0.9451709117340524,0.06372975038418638,-0.062131582221165736
163,0.9341163111756877,0.06361835264995189,-0.060134585376658764
164,0.9225539988516613,0.06406083323928621,-0.05437117069954263
165,0.9133058577680242,0.06240455184233377,-0.052243535607580584
166,0.8982595178494838,0.0627128269641314,-0.05123998380614474
167,0.8813441703630032,0.06251808135972399,-0.045237319330554096
168,0.8674357812814193,0.06224954678164138,-0.04278023211547722
169,0.8514811106129015,0.06145718693871027,-0.03724526985948176
170,0.8350133117772228,0.06242129324575135,-0.03648728479259862
171,0.8223687755373353,0.06042880353858119,-0.03404155508447081
172,0.7998300212033418,0.061506325772461595,-0.02955429195225295
173,0.776141753874107,0.061087513997982505,-0.02791905081572711
174,0.7596659844636207,0.06113598760887149,-0.02531423694455562
175,0.7368944860255339,0.059099435138239995,-0.021382894663424523
176,0.7196343370322831,0.05916956159429957,-0.020373462703200375
177,0.6954389388049976,0.06006278058636418,-0.01831530459096205
178,0.676433076945044,0.058093504323538395,-0.012742862595661673
179,0.6535988699398778,0.057946372643073375,-0.011587249172664738
180,0.6356323125913125,0.05822537012890872,-0.010217071129812851
181,0.6129064790181902,0.05828776713119872,-0.007831754002838807
182,0.5914282589155115,0.058712433985718376,-0.005288108256623458
183,0.568463039103213,0.05755052557231975,-0.00287749732487641
184,0.5437229867249516,0.05706814293577119,-0.0027556298573122922
185,0.525423733241209,0.057259309545465334,0.00012501710624486214
186,0.5062270950028007,0.05707199431565866,0.0009174325292392722
187,0.4813420686328425,0.056793608411679644,0.0028066516039042524
188,0.4580209212586026,0.05622198040453627,0.004633633358719089
189,0.4346257522732149,0.05507358984521382,0.005849054352087183
190,0.41458537570483156,0.05533464064243322,0.00787934143662048
191,0.396586784521876,0.05624803836074197,0.008824006586717928
192,0.3775132183555386,0.05537801216818661,0.007926944325629083
193,0.3560279261636468,0.054871894621634644,0.009080564504021019
194,0.3377422172110373,0.0553430035852459,0.010977146022026363
195,0.3187333498905124,0.05397169296444464,0.013989370357763063
196,0.3000862588972921,0.05417896035849635,0.012028734893563339
197,0.2801294324265532,0.05411743092571485,0.013297760802509396
198,0.26482168822560387,0.0535867975414658,0.01350182812654376
199,0.24649296673175186,0.053618802806007775,0.013923394413666485
200,0.23266083856252795,0.053237493459923395,0.01500263738394719
201,0.2184740592721355,0.05239655539840062,0.0164805267407454
202,0.20713377372778696,0.05295380349805323,0.01570023852917367
203,0.18792324159093143,0.051967661242413685,0.01451528003488844
204,0.1790975903844037,0.05248533617045856,0.01805752682014663
205,0.16953464792418912,0.052862190954113375,0.01528029974194069
206,0.15739115521513194,0.05180909304977188,0.014434945615159041
207,0.14771985803206705,0.05114021620094927,0.01614885049634738
208,0.13830219882639383,0.051440672956887014,0.013907622122916024
209,0.1316993398924579,0.05086823098479974,0.015596164709057255
210,0.11981486094455746,0.05136334601888251,0.012537118057628005
211,0.11302224932488383,0.05077578227825278,0.014231645532312268
212,0.11050632050221487,0.051490138546061014,0.012317313887338227
213,0.10184324336952398,0.05100401222275919,0.012644275871378417
214,0.10519388138421129,0.05013500314018732,0.012415817886448455
215,0.10265792951425848,0.05036012470567853,0.008467762514888053
216,0.09774477081404542,0.04959821502865656,0.009889617399958353
217,0.0971679206170284,0.04960604661075005,0.006147293635129774
218,0.09795555457582603,0.04920429358898196,0.005382006223033043
219,0.0992755388466676,0.04956587459939137,0.004431224827418708
220,0.10136315715725093,0.04969845605030888,0.004478017425433508
221,0.10501225714692825,0.04918226673169673,0.0026833384309873963
222,0.10716887626992198,0.04904654324768682,0.0010972541162424993
223,0.11383002897286572,0.048851361881232624,-3.521443328587939e-05
224,0.11805427347661875,0.04847136764355557,-0.0010939073122982449
225,0.12193275253883104,0.047433601947134134,-0.0025765714620572125
226,0.13254149729315035,0.04866283358761438,-0.00376408987826655
227,0.1345928331947844,0.04852524024241137,-0.0047033853818422375
228,0.1452483197568615,0.04731835308173858,-0.008259559502598768
229,0.15614541091329462,0.04706375999558676,-0.010521541007131246
230,0.16216910464135406,0.047370675935404206,-0.011194492983084836
231,0.1742307490722404,0.047156769946025856,-0.01480300919041169
232,0.1852543073826348,0.04659880346147275,-0.016229142086615436
233,0.19352809260371573,0.04589468357311462,-0.01648149531543966
234,0.20667626302599468,0.04649396133335193,-0.019571982555344883
235,0.21853512501983913,0.046439725374289004,-0.022657339706978568
236,0.23019000381714946,0.04635128377766581,-0.02497232688547329
237,0.24872363255621133,0.045988843222620396,-0.025497030530636466
238,0.25576488218001325,0.04550590833375986,-0.026494681283547872
239,0.2727779576446356,0.04596716944261933,-0.02862422946849872
240,0.2837275984479509,0.04533321673427486,-0.03178121985321432
241,0.29631487341742396,0.04489936479162722,-0.03204340793479586
242,0.31286023055773793,0.04487443147268792,-0.03633601617478659
243,0.32827245139501887,0.043926091961937044,-0.03856508028542619
244,0.3432499706038118,0.044543648824372374,-0.04320349011213471
245,0.3590452282958495,0.04481604478825304,-0.043304980961769504
246,0.37636234315787886,0.04448012704924025,-0.044236999847979304
247,0.38552618505266945,0.044910317630855574,-0.04576410935463775
248,0.3982176700033858,0.04385957796135468,-0.050402862884146624
249,0.41489750720397833,0.044077120705506234,-0.05135829678602951
250,0.42780091875988924,0.044073540804771334,-0.053022836324961575
251,0.44438576192505846,0.04469360284665118,-0.05630682314394533
252,0.4539649215762373,0.0434408469835061,-0.06084670565670727
253,0.47511320643161153,0.04269393613913128,-0.06055656092474354
254,0.48566568482949674,0.043488824605242046,-0.06227585891719381
255,0.49389132802251745,0.04384780891799217,-0.06620917378966135
256,0.508845753157998,0.04260499999695725,-0.06772942966016524
257,0.5245703673005231,0.04303937800962849,-0.07083143021160748
258,0.537607616678239,0.043086987693639,-0.074431980701092
259,0.544643186991425,0.04283615624737423,-0.07300410740390204
260,0.5601374602796177,0.042246605860139945,-0.07618569436972651
261,0.5659078568932101,0.041691986171507996,-0.07671487312458308
262,0.5802601521002602,0.04185916315343508,-0.07956384786191883
263,0.5928235870526952,0.041988856635425176,-0.0828603124446882
264,0.5991622161307838,0.042074585016395945,-0.08464885852947793
265,0.606404452513017,0.041649517830459004,-0.08603209198675557
266,0.6183348153516293,0.04115580750312442,-0.08763541050181232
267,0.6249133735860608,0.04148780262329928,-0.09025354151030116
268,0.63490555880341,0.04150563234671742,-0.091412936425052
269,0.6388310762703325,0.041131988225538985,-0.09472446623284975
270,0.6454334408762384,0.04039179012701049,-0.09729975735466996
271,0.648727031217842,0.04058797906881181,-0.0982064330309395
272,0.6583058144445812,0.04102247967993541,-0.09973833589883276
273,0.6622423955310782,0.03972802736092072,-0.10290858241493306
274,0.6641835138958312,0.039244985034987474,-0.10476771614513716
275,0.67033973319657,0.04091871517315483,-0.10466681719574658
276,0.6747934361605371,0.0402945341859315,-0.107161924253962
277,0.6744916951176514,0.04021738873901758,-0.10851986976235452
278,0.6770416571582027,0.039251848132367484,-0.11026827497576591
279,0.6780374621312052,0.040036280639435776,-0.10989767307036634
280,0.6754762439335968,0.039683419523444945,-0.11162044095679524
281,0.6818076330960094,0.03863292009320571,-0.11553687103385127
282,0.6759861463227109,0.040017516039469375,-0.11620221599597888
283,0.676906969286586,0.03926599987886645,-0.11614116998687311
284,0.6752445490319019,0.03887088530904181,-0.11766214413906904
285,0.6709950443669046,0.038763178508606916,-0.11952896057847436
286,0.6695261310816126,0.03782877742493777,-0.12179845550875837
287,0.6653272936330662,0.03901823253938864,-0.12246614563212661
288,0.6580240244523515,0.03873862159703474,-0.12337204090451168
289,0.6557357237412321,0.038397726665232994,-0.12359843668917334
290,0.6502512291766527,0.039022020215114854,-0.12313997634867044
291,0.6451827199357222,0.03757978834681518,-0.1264466480604797
292,0.6377015009064737,0.03786319351546034,-0.1276493881688705
293,0.6363595103796296,0.03762735152747836,-0.12754282577316395
294,0.6307227793379094,0.037804640485019796,-0.12716051968170408
295,0.622523836558427,0.03787035420430917,-0.13034417649252894
296,0.615817309866619,0.03794509860740829,-0.12809564258574807
297,0.6049778489409012,0.03745096181204399,-0.13032022235525334
298,0.5964914782976566,0.037081004067001724,-0.13142838830990516
299,0.5880336885980303,0.038258788232834975,-0.13278717871842027
300,0.5824602169008005,0.038518569889479104,-0.13092056246968356
301,0.5729864460497628,0.03728221322217814,-0.13218569728996468
302,0.563542005129304,0.03673084775652825,-0.1321788356437598
303,0.5572798234560871,0.037746473983529226,-0.1335332092831663
304,0.5463465903088297,0.0361857112883975,-0.13318250588508043
305,0.5345858669659969,0.03664287312767686,-0.13352951832185306
306,0.5255322942120952,0.03636419137449983,-0.13327197503409083
307,0.5188185530069683,0.03603528559048584,-0.13391874228346973
308,0.5100529276264507,0.03637865132038432,-0.13481102961630606
309,0.49956686010816137,0.035990987380204564,-0.1305263868075645
310,0.4927548838497445,0.03633460390839039,-0.13454727651569662
311,0.48275639056111597,0.03624785520710971,-0.1328829545363468
312,0.4709450859844877,0.035830370870389094,-0.13466918407406211
313,0.4590371204007647,0.0358633238503135,-0.1346798307876915
314,0.4488429676446396,0.03584146710809583,-0.13232418740887855
315,0.44155645001103455,0.03627088658569744,-0.1319412343493613
316,0.43484714063438795,0.0357015754028649,-0.1305028364286477
317,0.4281657134736564,0.036098715845137054,-0.13096948827838517
318,0.41670151208510364,0.03589058845084177,-0.13108036421765978
319,0.4097603128936311,0.03579550024623027,-0.1313993738149725
320,0.3987093395347499,0.036116440668593215,-0.12842859567612316
321,0.3924613977375869,0.034776328819326435,-0.12843614540886697
322,0.385134433517719,0.03501365706544125,-0.13000923746008908
323,0.3720726102309764,0.03604683420508011,-0.12808437152771474
324,0.3680365777968811,0.03495216866066783,-0.12730024441771148
325,0.36389651872037604,0.033589607233517324,-0.12707548742194763
326,0.3559951962543752,0.034812721326274394,-0.12520815992795448
327,0.3468303468170206,0.034899400172785276,-0.1243641782420546
328,0.33847972658327674,0.03344178153573958,-0.12456912688945952
329,0.33707497159272,0.03533639071188125,-0.12381019211966406
330,0.33248935668898144,0.034232322949073336,-0.12115013824674838
331,0.3260585416039253,0.03467388294674334,-0.1208062800981816
332,0.3236816700692847,0.034317693217428065,-0.12072820038223285
333,0.32035898118852374,0.033708245793849,-0.12146381566373295
334,0.3170251764047023,0.03373955442695828,-0.11849845328194474
335,0.307700688516575,0.033730298154537756,-0.1171272254644924
336,0.3069070075986872,0.034664345348374516,-0.11953891252943168
337,0.3064458680964755,0.03397204356258188,-0.11546905605887811
338,0.30611660460891976,0.03370981134627513,-0.11505283826043694
339,0.3042655847837058,0.03342899406812069,-0.11375214710520459
340,0.30294252475532985,0.034420545857127546,-0.11331499062309403
341,0.30033853073534283,0.03448135627970012,-0.1114145342868363
342,0.29994872474326306,0.03426902008057911,-0.10871675789640128
343,0.29903417663749055,0.03385086183708637,-0.10938247356387816
344,0.3022975288643407,0.03367815077285058,-0.10678400030523985
345,0.2995682659885366,0.032854452016578654,-0.10735682814205853
346,0.30412867109928277,0.03326928420738315,-0.10458133692048102
347,0.3042275123846887,0.03298061930884425,-0.10411795213399147
348,0.3054605552300748,0.03234072695396873,-0.10253825784828638
349,0.3063226785726753,0.03371351147784654,-0.10164619951278436
350,0.30734731559892403,0.032769149960227104,-0.09976842201224134
351,0.3115117427113223,0.03364767474062718,-0.10172917252384094
352,0.31521084893963475,0.03342377485121823,-0.09932901114357699
353,0.31449996039263567,0.033195012874462,-0.0962369648469939
354,0.32250133148954074,0.033157397928146454,-0.09744089637660262
355,0.3286806580692025,0.032478146165773006,-0.09467088455090901
356,0.3321665999160013,0.03365011608090045,-0.0929383923327789
357,0.3344902522955691,0.03267867781609969,-0.09245789403543483
358,0.34026282707400174,0.032744536785732,-0.09107011224104869
359,0.3439638114881925,0.032206015953306,-0.08885998408341582
360,0.3504864860978527,0.032002477624791116,-0.08688061292366342
361,0.3585720645133487,0.03264473301297133,-0.08761311548405389
362,0.3629059371279355,0.0324533808243583,-0.08600197163781567
363,0.3676457389153312,0.031888997007550206,-0.08493896457444926
364,0.3713954363028279,0.031504014758791755,-0.08541945048774054
365,0.37978356351723935,0.03152832311816027,-0.08165731691827943
366,0.3809213161642919,0.032701905517216696,-0.07967685263014782
367,0.38989406841437046,0.03173825907317715,-0.07842002369432795
368,0.39774562869697705,0.03181696826051959,-0.07914603347342296
369,0.40429763320545625,0.03265361438663155,-0.07837999483836088
370,0.41043779598363933,0.031309871845150015,-0.07597505267391934
371,0.4159951811597891,0.031450429733543145,-0.07405195578563205
372,0.4213315727591147,0.031372996944753324,-0.07362801346689646
373,0.4291104287887437,0.032510337077489265,-0.07241308506414965
374,0.43241832665005614,0.03264238243601569,-0.07049877833672762
375,0.43888681291810905,0.031966321656212195,-0.07133743543523847
376,0.44689902980763285,0.031927539442415366,-0.06979617828909966
377,0.45325368352584905,0.031191430496635097,-0.06694045440001614
378,0.4553055472683181,0.03240148327350817,-0.06779236042490588
379,0.4658201465039966,0.03150832456813466,-0.06790568092476182
380,0.4722982273227201,0.031748131658616334,-0.06637343954204797
381,0.4763176694938212,0.03121635314335251,-0.0657315588715205
382,0.48680439178316803,0.031083073763191017,-0.06354965079546772
383,0.48612426668414943,0.031997017375633284,-0.06394088744844215
384,0.49204234286953924,0.03138419243662409,-0.06193725089782275
385,0.4970772686997361,0.03178927728695849,-0.062133408513698835
386,0.5026357991278699,0.031140933687009095,-0.0627359599334252
387,0.5068593628631155,0.030539183968221653,-0.05954781679201669
388,0.5092302912829018,0.030622207530411876,-0.05897485282629386
389,0.5152676041295682,0.030916284066919462,-0.05790184150693395
390,0.5202638079578502,0.03050288106673664,-0.05841662084013972
391,0.5267886313150941,0.030214134099851228,-0.05787528293601337
392,0.5323756968362209,0.031320707497950295,-0.05607473653233704
393,0.5340430383489779,0.030400095348987008,-0.05436626893743423
394,0.5329779238397326,0.030694552088637212,-0.055312056541105034
395,0.5360446059638768,0.030726838498934754,-0.05436562789415528
396,0.5397719939519355,0.03023839854752572,-0.05460801387229888
397,0.5460576991296825,0.031211962451418235,-0.055355638068524934
398,0.5442964798893487,0.029882460459244232,-0.052399642281517396
399,0.5438498761693225,0.030526690444804834,-0.05204329048786449
400,0.5471176006629963,0.030474157855276154,-0.051855190356081375
401,0.5509859937464542,0.030279564495977053,-0.05239182579592802
402,0.5519405854270759,0.029614196808490763,-0.05128639847100982
403,0.5509866862599221,0.030654388672912945,-0.0506928996641587
404,0.5533193019635629,0.03054742444525987,-0.04969928963905191
405,0.547712405688391,0.029794933482454298,-0.05009320954949042
406,0.5525162226074236,0.030443866427805062,-0.05080959629457857
407,0.5538265087943443,0.030235335227602536,-0.05200261520528646
408,0.549986563059882,0.02936568442136836,-0.05038875304826846
409,0.5492817374772242,0.029537482786600552,-0.050166805513735785
410,0.5462835705329573,0.030492389471444274,-0.04962203931555068
411,0.5520237304650462,0.03003710024093654,-0.04891334619448727
412,0.5460025344480501,0.02955972313179867,-0.05032678467138053
413,0.5463017690335131,0.029372455358693962,-0.048122991275047974
414,0.5451892725805422,0.02950414855765248,-0.05200325626015026
415,0.5449596742187709,0.029500088529827204,-0.04987194062561857
416,0.5393820384325464,0.02926015755787001,-0.051164092933113824
417,0.5361737166660204,0.028773393017284883,-0.05237369451953933
418,0.5349785238517042,0.030175740236937584,-0.05079536938464812
419,0.5344064007924179,0.030052828794765188,-0.05220370528666032
420,0.5285390743241423,0.02889297978744435,-0.05108628634569929
421,0.5238557669746214,0.02956017327391559,-0.05109335774237781
422,0.5194248240467962,0.029003620585036076,-0.05023733304688078
423,0.5166694050745607,0.029286987493752824,-0.0531152046849253
424,0.5173215517219221,0.029208726025837402,-0.050974418916876325
425,0.5113178578952909,0.029130834663786593,-0.052083013166017475
426,0.5070065816569175,0.03031016949017406,-0.05147292896936695
427,0.5029591134296792,0.02905277649901618,-0.053276123820467834
428,0.5006482923541926,0.028833347555655076,-0.0545405625540945
429,0.4960150549596272,0.02882102315138475,-0.05481054061449719
430,0.4919029950381944,0.029689328571319517,-0.05528976435785006
431,0.49105365543809587,0.028306804561494366,-0.05394465273901662
432,0.48729814574510133,0.028717246908876125,-0.053389039775713666
433,0.4768413876576931,0.029787957050658655,-0.05589277285622053
434,0.47653892626044486,0.0291528082498574,-0.05517827975095853
435,0.4701459967809109,0.02909332560297138,-0.05782754512800141
436,0.46702342079135006,0.030030264871490298,-0.05663691550265413
437,0.46397330328914144,0.02905446795153715,-0.0566775967835474
438,0.4587889751384692,0.02854457623613351,-0.05933833173540095
439,0.45556987207295147,0.0287252768726171,-0.05865259218494205
440,0.45239410067527464,0.028266513826460827,-0.05830507084210049
441,0.44763075016644344,0.029430379348416594,-0.0625401334465008
442,0.4418048814844644,0.02905813659244537,-0.05886869355722717
443,0.4379696417125972,0.02930176958042765,-0.060459969618386844
444,0.43255935081506,0.029315020934825593,-0.06071744861232965
445,0.43003125761873234,0.028470647583420293,-0.06247775148981095
446,0.4320612322004595,0.028174855952202846,-0.0644282412540879
447,0.4230564358439116,0.028591108508368508,-0.06282087371494693
448,0.4188697039002936,0.028150568394026527,-0.06409517641726262
449,0.4186319449706435,0.02863966032764075,-0.06464565187710007
450,0.4146331397987133,0.029093710318818713,-0.06426217446606461
451,0.4114567521570763,0.028414317021778938,-0.06526586703037006
452,0.41179810967135505,0.02854435230109636,-0.06479028275901973
453,0.4073536553071926,0.028393640788177656,-0.06724600217254939
454,0.40261896780030776,0.028813375152065248,-0.06878346241441717
455,0.40040614396807456,0.028049804884864266,-0.06897643200928577
456,0.39798263354377117,0.027257392647603292,-0.06907080730305042
457,0.3986300945517417,0.028563202934751016,-0.0691710837518204
458,0.3943203043151463,0.028794069538728234,-0.07235578726197427
459,0.38957207640024205,0.028495952452035685,-0.07158270770879913
460,0.3914514973856689,0.02792549036018996,-0.0706842168969843
461,0.38703352401313335,0.027651165227681147,-0.07323585136287342
462,0.39320642705935893,0.02843920923164674,-0.07276524254422298
463,0.3858087861168006,0.028236210796410324,-0.07390184228949137
464,0.38649068541307924,0.028076305685969583,-0.07413527245446075
465,0.3865771809770579,0.029024382352551857,-0.07659391824723857
466,0.3849013840146263,0.027613915507491135,-0.07727882872018359
467,0.38448719844275775,0.028949213336826617,-0.07713807268161453
468,0.38566875779909143,0.02805217866930598,-0.07937054616258914
